City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
146,Nanortalik,GL,2021-09-22 20:31:50,60.1432,-45.2371,43.36,92,100,10.63
147,Portland,US,2021-09-22 20:28:50,45.5234,-122.6762,70.84,65,75,1.01
148,Laguna,US,2021-09-22 20:31:50,38.421,-121.4238,98.65,26,1,3.0
149,Port Lincoln,AU,2021-09-22 20:31:51,-34.7333,135.8667,48.29,85,1,9.6
150,Sungairaya,ID,2021-09-22 20:31:51,0.7,108.9,78.53,87,100,2.39
151,Glyadyanskoye,RU,2021-09-22 20:31:51,54.9075,65.0883,42.21,72,97,5.79
152,Constitucion,CL,2021-09-22 20:31:52,-35.3333,-72.4167,56.39,69,5,11.88
153,Mar Del Plata,AR,2021-09-22 20:31:52,-38.0023,-57.5575,59.02,67,90,3.44
154,Le Mars,US,2021-09-22 20:27:15,42.7942,-96.1656,71.56,28,1,5.75
155,East London,ZA,2021-09-22 20:31:52,-33.0153,27.9116,62.29,76,0,19.15
156,Clinton,US,2021-09-22 20:31:53,42.587,-82.9199,57.94,93,90,3.0
157,Sainte-Thecle,CA,2021-09-22 20:31:53,46.8168,-72.4991,75.24,90,100,4.74
158,Santa Rosa,PH,2021-09-22 20:31:53,14.3122,121.1114,82.38,83,97,5.01
159,Ponta Do Sol,PT,2021-09-22 20:31:54,32.6667,-17.1,72.23,66,100,5.97
160,Kindu,CD,2021-09-22 20:31:54,-2.95,25.95,72.95,74,97,1.77
161,Santa Maria,BR,2021-09-22 20:31:54,-29.6842,-53.8069,69.1,56,20,18.41
162,Kagadi,UG,2021-09-22 20:31:55,0.9606,30.7967,63.81,97,85,2.44
163,Necochea,AR,2021-09-22 20:31:55,-38.5473,-58.7368,54.03,76,100,6.8
164,Bandarbeyla,SO,2021-09-22 20:31:55,9.4942,50.8122,78.66,76,99,21.47
165,Popondetta,PG,2021-09-22 20:31:55,-8.7537,148.2534,72.21,98,100,0.38
166,Killarney,IE,2021-09-22 20:30:16,52.05,-9.5167,56.17,98,64,5.75
167,Bardiyah,LY,2021-09-22 20:31:56,31.7561,25.0865,77.02,77,0,14.52
168,Omboue,GA,2021-09-22 20:31:56,-1.5746,9.2618,77.5,84,84,8.43
169,Kaeo,NZ,2021-09-22 20:31:56,-35.1,173.7833,59.32,97,94,11.81
170,Ulaanbaatar,MN,2021-09-22 20:30:17,47.9077,106.8832,33.93,86,20,4.47
171,Magistralnyy,RU,2021-09-22 20:31:57,56.1725,107.4458,35.58,93,100,2.91
172,Rincon,US,2021-09-22 20:31:57,32.296,-81.2354,88.25,68,75,9.22
173,La Ronge,CA,2021-09-22 20:31:57,55.1001,-105.2842,61.05,59,90,3.44
174,Dalhousie,IN,2021-09-22 20:31:57,32.5333,75.9833,54.41,80,0,5.97
175,Pindwara,IN,2021-09-22 20:31:58,24.8,73.0667,75.56,91,99,3.85
176,Vanimo,PG,2021-09-22 20:31:58,-2.6741,141.3028,76.77,91,97,4.97
177,Bethel,US,2021-09-22 20:28:36,41.3712,-73.414,79.72,76,98,1.99
178,Atambua,ID,2021-09-22 20:31:58,-9.1061,124.8925,69.26,77,79,5.37
179,Planeta Rica,CO,2021-09-22 20:31:59,8.4147,-75.5883,80.65,87,100,6.6
180,Chabahar,IR,2021-09-22 20:31:59,25.2919,60.643,83.34,84,38,4.16
181,Kajaani,FI,2021-09-22 20:31:59,64.2273,27.7285,39.25,81,0,5.75
182,Poum,NC,2021-09-22 20:32:00,-20.2333,164.0167,70.9,67,63,22.57
183,Bonito,BR,2021-09-22 20:28:41,-21.1211,-56.4819,99.46,18,89,1.39
184,Ishigaki,JP,2021-09-22 20:32:00,24.3448,124.1572,84.07,71,6,3.51
185,Luderitz,NA,2021-09-22 20:32:00,-26.6481,15.1594,62.13,56,0,3.29
186,Potam,MX,2021-09-22 20:32:01,27.6,-110.3833,94.91,37,100,5.59
187,Ostrovnoy,RU,2021-09-22 20:32:01,68.0531,39.5131,39.34,79,100,23.98
188,San Policarpo,PH,2021-09-22 20:32:01,12.1791,125.5072,77.41,89,100,3.74
189,Wairoa,NZ,2021-09-22 20:32:02,-39.0333,177.3667,59.61,96,100,6.91
190,Hokitika,NZ,2021-09-22 20:32:02,-42.7167,170.9667,54.91,90,100,6.89
191,Sinnamary,GF,2021-09-22 20:32:02,5.3833,-52.95,82.0,78,94,9.93
192,Ruiru,KE,2021-09-22 20:32:02,-1.1606,36.9567,67.78,68,40,4.61
193,Carnarvon,AU,2021-09-22 20:32:03,-24.8667,113.6333,64.47,94,26,6.91
194,Lebu,CL,2021-09-22 20:32:03,-37.6167,-73.65,53.67,63,55,5.91
195,Anatolikon,GR,2021-09-22 20:32:03,40.6631,22.7114,63.9,53,100,15.43
196,Atar,MR,2021-09-22 20:32:04,20.5169,-13.0499,96.04,14,0,7.63
197,Dicamay,PH,2021-09-22 20:32:04,16.7561,122.0037,73.33,92,43,1.88
198,Ahipara,NZ,2021-09-22 20:32:04,-35.1667,173.1667,59.31,92,95,11.92
199,Mizdah,LY,2021-09-22 20:32:04,31.4451,12.9801,80.26,23,2,7.99
200,Pedernales,DO,2021-09-22 20:32:05,18.0384,-71.744,83.55,76,30,3.76
201,Upernavik,GL,2021-09-22 20:32:05,72.7868,-56.1549,22.69,59,93,4.76
202,Baoqing,CN,2021-09-22 20:32:05,46.3317,132.2111,47.93,87,100,15.59
203,Arraial Do Cabo,BR,2021-09-22 20:32:06,-22.9661,-42.0278,71.46,56,20,11.5
204,Mayo,US,2021-09-22 20:32:06,38.8876,-76.5119,82.38,81,75,18.01
205,Sorong,ID,2021-09-22 20:32:06,-0.8833,131.25,77.59,84,65,5.35
206,Vicosa,BR,2021-09-22 20:30:50,-20.7539,-42.8819,70.45,44,0,11.21
207,Arman,RU,2021-09-22 20:32:07,59.7,150.1667,43.92,73,77,6.06
208,Ternate,ID,2021-09-22 20:32:07,0.8,127.4,79.23,80,84,1.99
209,Boda,CF,2021-09-22 20:32:07,4.3189,17.4695,69.67,97,100,4.94
